Date,Tweet,City,Country
2023-02-04 08:40:50+00:00,@denisPascals @nskvince checkout what we missed during or engineering school Question answered by #ChatGPT and written by a 3D printer 🖨 https://t.co/cVkKaN8bOi,Buganda Region,Uganda
2023-02-04 08:14:01+00:00,@bloomstarbms @AIPADTECH I am watching too #ai #fet #aipad #launchpad #bullish #artificialintelligence #agix #chatgpt,Kano,Nigeria
2023-02-04 07:45:36+00:00,@jamie247 The combination of #ChatGPT and Midjourney is a game-changer 🔥users  experience the thrill of seamless conversation and beyond.,Uyo,Nigeria
2023-02-04 07:45:28+00:00,"Is ChatGPT the death knell for investment banks?

---
#ChatGPT #AI #Banking #Investment #eToro #Tech #TechNews #Technology 

https://t.co/CgCUXhIHD5",Durban,South Africa
2023-02-04 07:15:13+00:00,A judge in Columbia just used #ChatGPT to make a court decision 🫣  https://t.co/UFVOPecQoT,Cape Town,South Africa
2023-02-04 06:11:49+00:00,"But that’s not all! Here are Other things you can do with CodeGPT:

1. Ask questions
2. Refactor code
3. Document code
4. Find problems in your code
#vscode 
#ChatGPT",Lagos,Nigeria
2023-02-04 05:00:39+00:00,How you used #ChatGPT yet? How was the experience?,Nairobi,Kenya
2023-02-04 04:42:52+00:00,Google invests $300 million in Anthropic as race to compete with ChatGPT heats up #ai #google #chatgpt #edtech #edtechchat #edchat | @scoopit https://t.co/c4b1tJWyJX,New Cairo,Egypt
2023-02-04 04:41:56+00:00,#ChatGPT Ai is extremely cunning if you ask me.,Lagos,Nigeria
2023-02-03 23:30:10+00:00,"Wow! I used #chatgpt to refactor an #sql query I had earlier written and felt it was monstrous to use now 🙄

⚡ 11 boring lines were replaced with 4 simple lines of readable code! https://t.co/6zy1qeofbe",Port Harcourt,Nigeria
2023-02-03 20:57:26+00:00,Interesting conversation from Computerphile on 'the trouble with training models on proxies' #LLM #ChatGPT https://t.co/kdsckbVlIx,Cape Town,South Africa
2023-02-03 20:52:28+00:00,#ChatGPT  down bad tonight,Nairobi,Kenya
2023-02-03 20:26:29+00:00,"ChatGPT....the conversational AI 🤗🤭
#ChatGPT #AI #technology",Ogbomosho,Nigeria
2023-02-03 20:21:00+00:00,"Posted and deleted quickly 
🤔?! 
@openaicommunity!!
#ChatGPT #ChatGPTPlus #OpenAIChatGPT #OpenAI #AI",Cairo,Egypt
2023-02-03 19:54:22+00:00,Is #ChatGpt the birth of the AI god ? Time will tell . . . Crazy days we live in for sure !,Cape Town,South Africa
2023-02-03 18:45:02+00:00,"Looking forward to this, I'm quite sure it will be better than #ChatGPT.",Dar es Salaam,Tanzania
2023-02-03 17:52:29+00:00,"OpenAI  launches ChatGPT Plus, a $20  monthly subscription plan. Read more @ mothlhttps://afcacia.io/openai-launches-a-20-monthly-subscription-plan-chatgpt-plus/
#OpenAI 
#ChatGPT
#ChatGPTPlus 
#technology #Technews https://t.co/afRyWoFuy7",Nairobi,Kenya
2023-02-03 17:26:27+00:00,"Yall.
#ChatGPT is at capacity???!!!
Yall did that. https://t.co/YuBpwSFbno",Durban,South Africa
2023-02-03 16:22:12+00:00,"🤔🤔 ?! 10,0000000then you deleted @openaicommunity !!
#ChatGPT #ChatGPTPlus #OpenAIChatGPT #OpenAI #AI https://t.co/72GRrgnlsN",Cairo,Egypt
2023-02-03 15:57:51+00:00,"@AawazSean @unusual_whales Think of #ChatGPT as like the very first integrated circuit.

Make that generation #2 or #3",Skelmbos,South Africa
2023-02-03 15:50:31+00:00,"OpenAI starts offering a paid ChatGPT plan for $20 per month

ChatGPT, the AI chatbot that has blown up over the last few months, is going premium. After confirming a few weeks ago that it would test a paid plan, OpenAI has rolled out ChatGPT Plus.

#ChatGPT https://t.co/f6LWuGhVkD",Nairobi,Kenya
2023-02-03 15:41:36+00:00,"""Disrupting the market is key to success. Just look at how #ChatGPT has reduced Stack Overflow's usage. Focus on creating a disruptive idea and you'll be on the fast track to success. #Entrepreneurship #Innovation""",Kampala,Uganda
2023-02-03 15:39:49+00:00,"PayBito intends to incorporate ChatGPT's unique features into its operations in order to improve efficiency, personalize interactions, and cut operational expenses.
#innovation #ChatGPT 
https://t.co/N6a0Yr7Lrl",Lagos,Nigeria
2023-02-03 15:11:29+00:00,"@QueenEricabeth I understand your concerns about AI and its potential impact on society. However, it's important to remember that #ChatGPT and other language models like it are just tools created by humans for specific tasks.",Windhoek,Namibia
2023-02-03 13:40:06+00:00,@dsmerdon @Med_ebouk AI chatbot to avoid such mishaps! #chatgpt,Nairobi,Kenya
2023-02-03 13:37:26+00:00,@mediallyPodcast #ChatGPT and you won't regret it! #AIchatbot,Nairobi,Kenya
2023-02-03 13:37:18+00:00,@matthewjetthall -in-class #Chatbot solution &amp; stay ahead of the curve! #AI #ChatGPT #ChatbotSolution,Nairobi,Kenya
2023-02-03 13:19:31+00:00,"You might have some errors in your code
Solve your errors easily with ChatGPT
https://t.co/xM9Yug5jH2
#ChatGPT #openAI
#coding https://t.co/YHgNwU0V3s",Enugu,Nigeria
2023-02-03 12:54:21+00:00,Can #ChatGPT do #asciiart? A thread...,Durban,South Africa
2023-02-03 12:29:50+00:00,"The way it's so easy to learn programming with the help of chat Gpt it's crazy...it's like a very nice teacher who's always there. I swear am out here having the time of my life with this tool.

#python @kiringetbrian #chatgpt",Nairobi,Kenya
2023-02-03 12:00:37+00:00,"OpenAI Announces Paid Subscription for ChatGPT https://t.co/2sXBYqHbaJ
 
#ChatGPT has quickly become a hugely valuable addition to the #DigitalMarketingToolbox

#OpenAI #DigitalMarketing #Technology https://t.co/K31xyVDS9Y",Cape Town,South Africa
2023-02-03 11:53:34+00:00,"As a Ghanaian I find the need to abuse ChatGPT in my local language.

😂 please my twi is also not good. We are learning 😂 #ChatGPT https://t.co/rwolPMoXp2",Accra,Ghana
2023-02-03 11:32:28+00:00,"#BREAKING EU'S BRETON SAYS OPEN AI CHATGPT OFFERS GREAT OPPORTUNITIES FOR BUSINESSES AND PEOPLE BUT ALSO POSES RISKS.

#News #Markets #ChatGPT #ArtificialIntelligence #ElyteFX",Nairobi,Kenya
2023-02-03 11:30:03+00:00,"Everton hired the right man, #ChatGPT. https://t.co/n6JsX9PxEM",Cape Town,South Africa
2023-02-03 08:51:07+00:00,"Ai! 

Hot new AI #ChatGPT will now praise Zuma and Malema – after flatly refusing at first https://t.co/m9nthLooaV",Cape Town,South Africa
2023-02-03 08:47:16+00:00,Wait are y’all still using AI to take selfies and AI can actually make you money and do some much more. I should do a thread of business and side hustles you can do with AI. The way the world is heading without AI and Automation you are obsolete #ai #ChatGPT https://t.co/7XSVGqDLeo,Nairobi,Kenya
2023-02-03 08:16:01+00:00,"A lot of #ChatGPT @googlechrome  extensions popping up. Is nobody else worried about the security risks of this sort of permission? 

Just takes 1 rogue developer or 1 codebase hijack to have access to 100k users using these tools... 

Playing it safe! https://t.co/7znjAdEOtb",Cape Town,South Africa
2023-02-03 08:01:09+00:00,"Watch Out, Software Engineers: #ChatGPT Is Now Finding, #Fixing #Bugs in Code

https://t.co/qMOKH3TH4t",Cape Town,South Africa
2023-02-03 07:00:00+00:00,"@ChatGPT is adding a price tier for #ChatGPTPlus users.

Here's their reason why.

https://t.co/HOvKv3wdN1

#ChatGPT | #ChatGPTPlus | #chatgptprompt | #MarvelSnap | #Stage6loadshedding | #ThembaKhumalo | @Theboardmember",Cape Town,South Africa
2023-02-03 06:19:53+00:00,"A really quick look at ""recent"" Bear Market Rallies and asking #ChatGPT how long they typically last to help ya'all out on this Friday...😀 https://t.co/QRgkq14uEw",Cape Town,South Africa
2023-02-03 06:02:57+00:00,3d Machine writing down my homework which was done by #ChatGPT. What students have been waiting for 😅 https://t.co/aHjeyRNGPN,Littoral,Cameroon
2023-02-03 06:01:12+00:00,"For the Head of content looking to use AI tools in writing, focus on the content sections that differentiate and let AI do the rest. 

#ChatGPT",Nairobi,Kenya
2023-02-03 05:40:15+00:00,"Revolutionizing the way we interact with technology, #ChatGPT is changing the game in AI language modeling 🤖💬 #OpenAI https://t.co/zaL1dkajMI",Lamu,Kenya
2023-02-02 22:53:41+00:00,"Me and ChatGPT 🤣🤣🤣
#AI #ChatGPT https://t.co/bo2VsBGkwu",Lagos,Nigeria
2023-02-02 22:15:08+00:00,"This #chatGPT is way above his head. It dishes out wrong answers and brings up codes, for example, when you write 'brb'. Despite being the best, it is way far from being wise. #AI Since after I have paid, it is not more useless than ever.",Abuja,Nigeria
2023-02-02 21:09:50+00:00,"Despite how incredible it is, #ChatGPT is only a proof a concept. Interesting where this goes.",Nairobi,Kenya
2023-02-02 21:09:18+00:00,Listen/read about the 'King of Pastiche' that has the ed sector in a scramble about -  and the potential ramifications of false information that we may unwittingly be aiding and abetting. #criticalAiLiteracy #ChatGPT Ezra Klein Interviews Gary Marcus https://t.co/jlznT5tRks,Johannesburg,South Africa
2023-02-02 20:14:31+00:00,"Got a #chatgpt update that it's better at maths. Turns out no, not really. The middle answer was pretty close but then it started doubting itself. https://t.co/T0e9EzbOVy",Cape Town,South Africa
2023-02-02 19:06:02+00:00,"Who else noticed that @OpenAI made the #ChatGPT access intentionally worse since they released the Pro version?

Beautiful monetization strategy",Abuja,Nigeria
2023-02-02 18:45:53+00:00,Some of Kenya's contribution to #chatGPT https://t.co/0yBQEpmynq,Nairobi,Kenya
2023-02-02 18:36:19+00:00,"Another day to remind the world that a Nigerian by the name David Gbodi Odaibo got the breakthrough of the #ChatGPT and mysteriously died in his sleep 7 days later after the US government approved his $125 contract.
There was little or no outrage but we would never forget. https://t.co/uLB5IRupr4",Ode Ekiti,Nigeria
2023-02-02 18:33:51+00:00,@tassaa99 @chapo255 @ManenoIzaak @McinikaWaLamar @kapeto98 @Balyx_ @__abdulazack @INFLUENCERjr @mswahili___ @Kirikuu20 @samuelmway Solved by #ChatGPT https://t.co/TjxSoTTjGz,Dar es Salaam,Tanzania
2023-02-02 18:25:21+00:00,"#OpenAI paid Kenyans less than $2/hour  (cheap labour) to label the data. #ChatGPT 

When they praise Kenya, know that they are exploiting her. 

When they praise Zimbabweans in South Africa,know they are exploiting them. @eNCA @AldrinSampear @Radio702
@CapitalFMKenya @BBCAfrica",Johannesburg,South Africa
2023-02-02 18:18:36+00:00,Kenyans were #ChatGPT for Americans all along 🥲,Johannesburg,South Africa
2023-02-02 18:16:36+00:00,#ChatGPT to replace Kenyans who were writing essays for American students  🔥🙆‍♂️🔥@CapitalFMKenya,Johannesburg,South Africa
2023-02-02 16:54:00+00:00,I asked @OpenAI to give me valentines day gift ideas… further instructed it to give me romantic gateway ideas in Watamu &amp; also paints a pic of why you should go there! #ChatGPT,Nairobi,Kenya
2023-02-02 15:24:02+00:00,Yes. I'm in love. I love #ChatGPT it's simply amazing!,Johannesburg,South Africa
2023-02-02 15:21:49+00:00,"OpenAI, the company behind ChatGPT, announced on Wednesday it is piloting a $20 monthly subscription plan that offers users priority access to the AI chatbot even during peak times. #ChatGPTPlus #ChatGPT #cyberattack https://t.co/TjMF5YjMQG",Nairobi,Kenya
2023-02-02 14:26:00+00:00,"@ChatGPT is adding a price tier for #ChatGPTPlus users.

Here's their reason why.

https://t.co/HOvKv3wdN1

#ChatGPT | #ChatGPTPlus | #chatgptprompt | #MarvelSnap | #Stage6loadshedding | #ThembaKhumalo | @Theboardmember",Cape Town,South Africa
2023-02-02 14:24:28+00:00,"OpenAI is taking over the zeitgeist right now &amp; for good reason. 

Their product, ChatGPT is poised to be arguably one of the greatest products of all time.

They recently released #ChatGPT Plus for $20/month.

Let’s do a quick speculative analysis of their future earnings.",Lagos,Nigeria
2023-02-02 14:22:01+00:00,One of the best thing ever that have happened to me is taking advantage of AI’s and making crazy figures from it 💵💵. #ai #Ai #ChatGPT,Rivers,Nigeria
2023-02-02 14:10:25+00:00,"@UgOmoz18 Love ❤️ 

#ChatGPT",Wakiso,Uganda
2023-02-02 14:08:44+00:00,"@ChatGPT is adding a price tier for #ChatGPTPlus users.

Here's their reason why.

https://t.co/Mulqjgr0Rm

#ChatGPT | #ChatGPTPlus | #chatgptprompt | #MarvelSnap | #Stage6loadshedding | #ThembaKhumalo | @Theboardmember",Cape Town,South Africa
2023-02-02 13:49:07+00:00,"Casting a Critical eye on AI use- a compilation of  resources to ""resist the hype"" #ChatGPT #critdigped
https://t.co/gd0EOq7roj",Johannesburg,South Africa
2023-02-02 12:48:55+00:00,"Um @OpenAI 
- #ChatGPT (and GPT3.5) doesn't have any datasheets or model card. 
- The usage guidelines are minimal
- There is no formal KYC - do you know who your clients are?
- No public reporting on bias benchmarks. 

I've just seen rate limiting &amp; some untransparent  checks.",Johannesburg,South Africa
2023-02-02 12:40:55+00:00,I never enjoy frontend development because this css stuff just confuses me. Even though I love design. #ChatGPT just gave me the best difference between 'text-align' and 'align-items' and I will never forget it. Googling less now for my #css,Accra,Ghana
2023-02-02 11:57:07+00:00,"@LeighWolf Not only political issues, gender, race, abortion, NAME IT!! And chatGPT will show you what it's creators think on these matters #AI #ChatGPT",Dar es Salaam,Tanzania
2023-02-02 11:38:28+00:00,"What South Africa wanted to know about in January 2023

---
@googleafrica 
#Google #GoogleTrends #January #Trending #NSFAS #ChatGPT #ValentinesDay #SA20 #Unisa #OpenAI #VUT #Tech #TechNews #Technology #SouthAfrica 

https://t.co/9G7e2Y7X9u",Durban,South Africa
2023-02-02 11:33:36+00:00,You deserve to be depressed #ChatGPT #TrendingNow https://t.co/u7QMpBNKS3,Greater Accra,Ghana
2023-02-02 11:21:05+00:00,"#PonderwitPANDORA

OpenAI is to ChatGPT as Alphabet is to … 
Options.

• AI 
• Google
• Machine Learning

#PandoraAgency #PonderwitPANDORA #AI #Google #ChatGPT https://t.co/TIizb46ZaV",Lagos,Nigeria
2023-02-02 11:12:37+00:00,"@Google @DeepMind #AlphaFold
vs.
@Microsoft @OpenAI #ChatGPT
Which one has the most impact on the humanity future (not individuals)?",Cairo,Egypt
2023-02-02 09:48:29+00:00,Oops #ChatGPT https://t.co/aK4b3fTAf5,Johannesburg,South Africa
2023-02-02 09:27:01+00:00,"Very good blog on ChatGPT and Stata code, I recommend reading it 

Can AI write your Stata code? https://t.co/duf96jNlQq via @worldbank 

#AI #Stata #ChatGPT #worldbank",Nairobi,Kenya
2023-02-02 08:54:21+00:00,"Hello @sama, I do hope I get your attention one day😅

#chatgpt #openai https://t.co/a3Vjfb9WTb",Accra,Ghana
2023-02-02 08:53:49+00:00,... maybe - just maybe - #ChatGPT X #Siri X  yet to be conceived  concept = J.A.R.V.I.S 🤔,Lagos,Nigeria
2023-02-02 08:27:04+00:00,"Chatting with @OpenAI's #ChatGPT is like having a super smart AI assistant! The technology behind it is mind-blowing 🤯 #AI #NLP""",Lamu,Kenya
2023-02-02 08:19:00+00:00,@LeighWolf Interesting that #ChatGPT  refused whilst #GPT3  got straight to it... https://t.co/RSqU3vuPOM,Cape Town,South Africa
2023-02-02 07:00:26+00:00,"AI bias is scary and needs to be addressed by a LOT more people , no matter your political opinion about ANYTHING. 

I have been oblivious to this in the past but as a regular #ChatGPT  user, the more I think about what this means on a grand scale, the more worried I get.",Cape Town,South Africa
2023-02-02 06:54:01+00:00,"@mulimac If the entire world solely relied on #ChatGPT and stopped creating new ideas and solutions, the perceived improvements and efficiencies brought by AI would eventually diminish. Knowledge creation that does not rely on AI will always be necessary indeed.",Lusaka,Zambia
2023-02-02 06:52:20+00:00,"Interesting interview between @KyleVenktess on @eNCA this morning...

on #MWC2023 📱 
and #ChatGPT 💬 https://t.co/JDxmSKRX7t",Cape Town,South Africa
2023-02-02 06:35:57+00:00,"Thursday Brief

#CHINESE OWNERSHIP OF U.S. #farmland has jumped from $81 million in 2010 to $1.8 billion in 2020

#OpenAI WILL SOON OFFER a commercial version of its experimental chatbot, #ChatGPT Plus, for $20 a month

MASSIVE BUILDUP OF #Russian troops warns of new offensive https://t.co/TvStvuXSvs",Johannesburg,South Africa
2023-02-02 06:11:58+00:00,"A year from now, whoever will be the first to put out a #ChatGPT documentary I just know it's going to be fire!",Arusha,Tanzania
2023-02-02 05:56:59+00:00,@elonmusk @LeighWolf At least @elonmusk isn't blocked #ChatGPT #bias https://t.co/oOmvEFCsJi,Cape Town,South Africa
2023-02-02 05:55:40+00:00,Is my job obsolete? Is wine writing the one thing that defies Artificial Intelligence? And why AI is just like de-alcoholised wine… My piece for @Winemag https://t.co/m8JgmQ2eFe #chatgpt #ArtificialIntelligence #winewriting,Cape Town,South Africa
2023-02-02 05:44:53+00:00,@sama Of course you know about the #bias You programmed it in! #ChatGPT,Cape Town,South Africa
2023-02-02 05:03:08+00:00,"ChatGPT and Education: it’s less about cheating and more about fighting for a seat at the table

---
@wethinkcode 
#WeThinkCode #ChatGPT #OpenAI #AI #ArtificialIntelligence #Education #Tech #TechNews #Technology #SouthAfrica

https://t.co/qyvKHOmSxR",Durban,South Africa
2023-02-02 04:27:53+00:00,Whose Imagination is it Anyway? #ai #chatgpt #edtech #edtechchat #edchat  | @scoopit https://t.co/Do4HHO1a12,New Cairo,Egypt
2023-02-02 04:06:44+00:00,#ChatGPT knows 😂 https://t.co/Ofz6gWS1QH,Johannesburg,South Africa
2023-02-02 02:05:38+00:00,"I am a Professional No code developer with vast years of experience,  Looking to working with you on #DesignInspiration #marketplace #ecommerce #ChatGPT #logodesign #WebsiteDesign 

https://t.co/KBMhHIdSDS https://t.co/PXH4TNDYtF",Ogun,Nigeria
2023-02-02 01:15:15+00:00,"Just asked #ChatGPT to write a poem about President @WilliamsRuto .🤭

Now my question is , what is the probability that if 10 other people ask the bot to deliver on the same task it will give them a similar result ? @Fauza4IR your take ?😩 https://t.co/77VmCf3ZpS",Nairobi,Kenya
2023-02-02 01:03:35+00:00,"Man is fast becoming an endangered species in this world where he is created to have dominion. 

Is it that he no longer understands himself or lost himself? Is it that he is lost in purposeless pursuits leading to an early grave? Is it why the society is going South? 

#ChatGPT https://t.co/9e9KyfLQ7P",Nairobi,Kenya
2023-02-01 22:49:57+00:00,"OpenAI launches new tool to detect AI-generated text
#OpenAI #ChatGPT #NLP #AI https://t.co/DSNxT9QkT6 via @sengineland",Cairo,Egypt
2023-02-01 22:31:31+00:00,"Currently selling https://t.co/TRheHzQLcG

#DigitalMarketing #DigiFinex #uk #StartupWorld #businessowners #biz #tech #TexasTech #AustralianOpen #Web3 #ChatGPT https://t.co/31Oi1i3ZJu",Port Harcourt,Nigeria
2023-02-01 22:26:43+00:00,"I now have a very intelligent best buddy in chatGPT, you should try it out.
#ChatGPT 
#onlinemarketing 
#moneymaking",Lagos,Nigeria
2023-02-01 21:42:35+00:00,"If you are in Nigeria, please subscribe to the GS-AI platform for just N7k a month to have access to the IVieAI. You can opt to create yours. 
#Lagos/ #universities/ #ASUU/ #ChatGPT / #AI/ #Nigeria/ #Transfers/#BBTaitans

@Gidi_Traffic https://t.co/jvkvpZ05L3",Lagos,Nigeria
2023-02-01 21:24:22+00:00,#ChatGpt is the real thing try it @wandevic,Kampala,Uganda
2023-02-01 21:08:08+00:00,"@bloomstarbms @AIPADTECH cool
#Airdrop  #fet #aipad #launchpad #bullish #artificialintelligence #agix #chatgpt",Abuja,Nigeria
2023-02-01 20:56:53+00:00,So I asked #chatgpt to write a cheerful poem about @realDonaldTrump and @JoeBiden and check out this bias... this will damage the Ai credibility... Engineers needs to do a better of a job if they want to win this race https://t.co/vzaQnJhyAB,Grand Casablanca,Morocco
2023-02-01 20:50:56+00:00,@LeighWolf (AI) systems can exhibit bias if the data they are trained on contains biased information. This can lead to biased outcomes in decision making and predictions. #ChatGPT still has a master,Grand Casablanca,Morocco
2023-02-01 20:27:08+00:00,"Microsoft is working on adding  ChatGPT to its cloud-based azure. 

Google plans to tackle ChatGPT with its own ""Apprentice Bard"". 

This is interesting to me, they are competitors to each other 2023: The future is here. 

#Google  #Microsoft #ChatGPT 
#AI  #future  #artificial",Abuja,Nigeria
2023-02-01 20:11:50+00:00,holy fuck #ChatGPT gave me links https://t.co/v6H8A9VdUU,Rabat,Morocco
2023-02-01 19:15:06+00:00,"@vjkatharina As I go to #ChatGPT to find something smart to say. 

Seriously though: Principles by Ray Dalio. Not a direct answer to the meeting issue, but could be a solution to shift the entire culture of the organisation. Then the meetings and lack of preparation could become a moot point.",Gaborone,Botswana
2023-02-01 18:49:55+00:00,#ChatGPT Welcome to the future of #PR,Nairobi,Kenya
2023-02-01 18:33:29+00:00,"@OpenAI @INASPinfo @authoraid @authoraidghana @vitcpe @KCTDUHO @23_deeds Kindly follow the recording of our 1st webinar session on #ChatGPT here: https://t.co/YUF0vq56aA

#AccoTwitter #EcoTwitter #AI",Accra,Ghana
2023-02-01 18:32:48+00:00,"@OpenAI @INASPinfo @authoraid @authoraidghana @vitcpe @KCTDUHO @23_deeds Kindly follow the recording of our 1st webinar session on #ChatGPT here: https://t.co/YUF0vq56aA

@AccoTwitter @EcoTwitter #AI",Accra,Ghana
2023-02-01 18:16:22+00:00,"#ChatGPT 
is now
ChatAQRAA
as in
Ask Question Refresh Ask Again",Rabat,Morocco
2023-02-01 18:12:02+00:00,SEO: Google rarely shares it's algorithm secrets (which algorithm is updated frequently) and in afew weeks it's going to be difficult to run SEO with an expected outcome due to the fact that #ChatGPT is the new buzz word for content creators and every Googler therefore...,Kampala,Uganda
2023-02-01 18:02:04+00:00,"Here is some notes on what apart from #ChatGPT you might need to look at 
https://t.co/FPstYH4kX0",Kampala,Uganda
2023-02-01 18:00:28+00:00,"@Energy100FMNam It's never okay to lead people on or deceive them, so make sure you are clear and direct in your communication to avoid hurting anyone. Remember that honesty is always the best policy, even if it's difficult. #ChatGPT",Windhoek,Namibia
2023-02-01 17:34:30+00:00,Whats trending in tech in 2023 in Zimbabwe? Watch  @DrMswagga  speaking to @techsolutely about tech trends in 2023. #hararehub #chatgpt #health #fintech etc. https://t.co/2Iv3tY8Op6,Harare,Zimbabwe
2023-02-01 17:01:57+00:00,"One of the best ways to use ChatGPT as a software engineer is to filter out noises. 

No need to search for a long time on Google looking for the command to run rspec test locally when you can get the answer quickly and move on with your work 

#SoftwareEngineering #ChatGPT #ai",Lagos,Nigeria
2023-02-01 15:52:18+00:00,"Today I tried using ChatGPT for academic writing, which really did more than I expected.
#ChatGPT #AcademicTwitter",Kampala,Uganda
2023-02-01 15:50:49+00:00,"@IAmPascio 
The Magnificence of AI. such as Chat GPT lies in your ability to train the bot.

Like a coach beyond his prime for a physical sport.

You can train A.I with the right sequence of prompts to create that extraordinary result.
#ChatGPT #AI",Port Harcourt,Nigeria
2023-02-01 15:39:02+00:00,"#frontenddeveloper #react #typescript #tailwindcss #openai #openaichatgpt #chatgpt 
AI PAL (A chatGPT demonstration) 

Will Artificial Intelligence (AI) take over a lot of jobs in the near future? This is a question that pops up any time AI is being utili…https://t.co/V1EXEmuxTB",Lagos,Nigeria
2023-02-01 15:09:46+00:00,"I’m aware of a person who landed a job without meeting the job description, but so far, she has been promoted and commended for her effectiveness, all thanks to #ChatGPT! 💪🏽

I know a lot of interests have been piqued about this mysterious AI already displacing humans; 👇🏽 https://t.co/qwqwZGrMdi",Lekki,Nigeria
2023-02-01 14:52:31+00:00,Shouldn't #ChatGPT pay researchers/content creators for copying their work? 🤔,Thika,Kenya
2023-02-01 14:45:38+00:00,"Chat GPT-3, or Generative Pre-training Transformer 3, is a revolutionary artificial intelligence (AI) technology developed by OpenAI that allows chatbots to understand and generate human-like natural language with unprecedented accuracy and fluency. #ChatGPT https://t.co/vdfgqOB0xH",Sri Lanka,Seychelles
2023-02-01 14:27:07+00:00,This is not what most people would want to see everyday🥲 #ChatGPT https://t.co/Xzmj8CfNix,Lagos,Nigeria
2023-02-01 14:18:22+00:00,"If the whole world used #ChatGPT and stopped generating content, formulating actual solutions and documenting them, there would be a reversion to the mean as concerns the currently perceived efficiencies introduced. We will always need knowledge creation that doesn’t depend on AI",Lusaka,Zambia
2023-02-01 13:40:47+00:00,"The buzz around #ChatGPT has been growing lately due to its uncanny ability to mimic human writing. However, this impressive technology also brings security risks, particularly in email. Understand the potential threats and proposed solution. https://t.co/W5ZGiZMkVV https://t.co/gc5JM4jJEy",Johannesburg,South Africa
2023-02-01 13:28:36+00:00,"#ChatGPT is like a child with a high IQ. They may be quick to learn and retain information, but there is still a lot about the world that they don’t know/understand yet.",Dar es Salaam,Tanzania
2023-02-01 13:27:24+00:00,This will definitely be a good way to end the day. #ChatGPT https://t.co/1raFQBTj3H,Nairobi,Kenya
2023-02-01 11:48:36+00:00,"As #ChatGPT booms, new Darkrace data reveals that phishing emails using malicious links have declined and instead rely on language to build trust. What lies ahead for offensive #AI?  Our experts Max Heinemeyer and Nicole Eagan answer that very question: https://t.co/GBg8uZA8Zd",Accra,Ghana
2023-02-01 11:42:58+00:00,Google Working On A “ChatGPT”-Style HomePage https://t.co/6fHWxqLWiy #ChatGPT #Google https://t.co/DDqWVfvN7G,Accra,Ghana
2023-02-01 11:21:35+00:00,"@boomerrbryan I created this video content's script with #ChatGPT, I asked it to write a motivational script on ""When Your Back is against the wall"" after which I produced the Video. Features: Voiceover, Stock videos,subtitles, sound effect.. transition
#videoeditor https://t.co/0RQ5C6v9At",Lagos,Nigeria
2023-02-01 11:21:33+00:00,"There have been debates and fears in many industries about the future of the human workforce as generative artificial intelligence becomes more prevalent.

#Athread #ChatGpt https://t.co/ek8MgambNk",Lagos,Nigeria
2023-02-01 11:07:10+00:00,"Happy New Month everyone 

We are planning some #exciting events for the year. #AI  #chatgpt  #DataScience  #ML",Accra,Ghana
2023-02-01 11:06:14+00:00,You may think I'm chatting on various social media platforms but all the while it's just me and ol #ChatGpt,Tigoni,Kenya
2023-02-01 11:03:54+00:00,"OpenAI Chatbot, ChatGPT: A New Era of Technological Revolution for Mankind
#Ai #artificialintelligence #aichatbot #chatbot #chatgpt #chatgpt3 #chatgptai #techrevolution #openai #openaichatgpt  #article #publication #tech #technology #technologytrends  https://t.co/RO1GOn3FTl",Lagos,Nigeria
2023-02-01 10:18:49+00:00,Sounds about right #ChatGPT. What do you think #historyteachers? https://t.co/a0wh3GaLmH,Pretoria,South Africa
2023-02-01 09:59:19+00:00,"Only Humans can only do what humans have not done before not ChatGPT

#ChatGPT #AI",Lagos,Nigeria
2023-02-01 09:54:57+00:00,"Uploading FEEDBACK2 to YouTube with aid of #chatgpt. Download and stream FEEDBACK2 Today.
https://t.co/CfvLWS2RJ0 https://t.co/EDvfq3eCjv",Kampala,Uganda
2023-02-01 09:49:18+00:00,"🆕 Blog post : 10 examples of how ChatGPT can help you as a @veeam backup engineer:

#chatgpt #Veeam 

https://t.co/XP89lcUxv7",Johannesburg,South Africa
2023-02-01 09:16:28+00:00,"Me, on @OpenAlChat , checking if there are any places to Rent that cost R500 by any chance 😂 #chatgpt #ai #aicontent https://t.co/4Z5AnKUL3q",Johannesburg,South Africa
2023-02-01 09:16:25+00:00,"As we enter a new AI age with the release of #dalle2  and #ChatGPT with many more down the pipeline, in what ways can Africans visually train the deep learning models to understand us better? 
https://t.co/lsEqi3R1JV
 #Stockphotography #Rwanda #CreativeCommons #ChatGPT #ai",Nairobi,Kenya
2023-02-01 08:48:29+00:00,"The 2020 figures for South Africa 🇿🇦 look exaggerated.  #ChatGPT . 🇿🇼 Zimbabwe should instead be on that list.  Overall,  this is good for Africa.  More remittances flow into #Africa now than do into #India 🇮🇳. India and Africa have similar populations and diverse ethnicities. https://t.co/pEnkgiurPa",Johannesburg,South Africa
2023-02-01 08:16:42+00:00,"20 Ways to use ChatGPT in Classroom.

Credit: Jmattmiller

#chatgptinsights #chatgptai #ChatGPT #chatgptexplained https://t.co/dtmXsXIukB",Lagos,Nigeria
2023-02-01 07:45:34+00:00,"It's self aware people.
#ChatGPT https://t.co/qTdMYclp9E",Nairobi,Kenya
2023-02-01 07:43:15+00:00,"@dabirungi #ChatGPT has given you an appointment, take it!!😂",Kampala,Uganda
